area,aspect_ratio,center_x,center_y,centroid_x,centroid_y,circularity,height,object_id,orientation_angle,perimeter,width
101.0,1.2941175236658826,490.4422912597656,755.7114868164062,490,756,0.7516944748684847,10.001923561096191,39,78.69007110595703,41.090832471847534,12.94366455078125
465.0,2.101419903995568,696.7998046875,762.4730834960938,696,761,0.6041208219739022,17.46295738220215,40,22.932100296020508,98.3488998413086,36.69700622558594
20.0,2.428571566689866,516.9324340820312,746.0946655273438,517,745,0.5358572563049142,3.452378749847412,41,80.53767395019531,21.656854152679443,8.38434886932373
1830.5,2.671370916449841,566.4808349609375,773.5350341796875,566,773,0.22509623294475836,39.585113525390625,42,28.610462188720703,319.6728000640869,105.74652099609375
738.5,1.2370690521997358,343.23583984375,760.075439453125,340,759,0.4054117312661985,31.867645263671875,43,164.05460357666016,151.29759550094604,39.42247772216797
1800.5,1.5231542310453308,395.06365966796875,768.1946411132812,394,764,0.19655709726225157,46.284828186035156,44,169.9920196533203,339.2791175842285,70.49893188476562
52.0,3.857142764822953,365.0,744.9999389648438,365,745,0.4331910152750872,4.427187919616699,45,71.56504821777344,38.83889663219452,17.076295852661133
393.5,2.10928958624037,503.8256530761719,750.2477416992188,503,749,0.5270236376986315,15.677718162536621,46,80.13418579101562,96.86396741867065,33.06884765625
1434.0,1.0874490296043453,788.9022216796875,760.5316772460938,786,755,0.1266549685634356,56.739158630371094,47,162.0308609008789,377.19714069366455,61.70094299316406
445.0,2.3660529773595345,688.8568115234375,739.3875122070312,689,738,0.6002827542639784,14.791041374206543,48,176.53176879882812,96.51770889759064,34.99638748168945
699.0,1.9915730271370384,619.139404296875,741.9672241210938,618,743,0.6597254868374516,20.38450050354004,49,166.75948333740234,115.38833022117615,40.59722137451172
8.0,1.0,440.5,726.5,440,726,0.8573716100878628,3.0,50,90.0,10.828427076339722,3.0
1085.0,2.1516586421902093,728.5606079101562,749.2584838867188,729,747,0.3575778731318775,32.24758529663086,51,46.54815673828125,195.26953077316284,69.38579559326172
1530.0,2.134685839117429,452.1302490234375,763.915283203125,453,753,0.2558333761217969,42.555198669433594,52,116.92768096923828,274.1397714614868,90.84197998046875
728.0,1.813559490973223,820.328125,733.3040771484375,821,732,0.6669271303757012,22.3889217376709,53,34.695152282714844,117.12009859085083,40.603641510009766
593.5,2.0975103591018383,762.0960083007812,727.2247314453125,761,726,0.6468008363551371,19.03785514831543,54,170.90972137451172,107.38163375854492,39.932098388671875
125.5,2.199999676312203,426.00006103515625,724.5000610351562,425,723,0.3337017751329797,10.60660171508789,55,135.0,68.74601626396179,23.33452033996582
610.5,2.2069565565308067,587.359619140625,727.1078491210938,587,726,0.6779019346885705,18.210432052612305,56,169.04593658447266,106.38106393814087,40.189632415771484
578.5,1.8931699301128673,651.8457641601562,732.7621459960938,651,732,0.5937186621508097,20.471338272094727,57,75.46554565429688,110.6537823677063,38.75572204589844
582.0,1.5926493238545352,552.6790771484375,726.9680786132812,553,728,0.564753153723528,22.050243377685547,58,101.68937015533447,113.79864525794983,35.11830520629883
369.5,1.9100527553111875,513.5000610351562,721.5,516,724,0.4661518570060169,19.043365478515625,59,49.08561706542969,99.80411410331726,36.37383270263672
783.5,1.7163121174288338,237.51351928710938,729.4189453125,237,730,0.6473677912146778,23.18025779724121,60,99.4623212814331,123.32436513900757,39.7845573425293
384.5,2.0594596153912392,487.5458679199219,725.9862670898438,486,724,0.4438455707249809,17.71978759765625,61,73.3007583618164,104.33671498298645,36.493186950683594
62.0,1.0769229492355885,347.2499694824219,710.25,347,710,0.6771873351795835,9.192388534545898,62,135.0,33.919259548187256,9.899494171142578
412.5,2.030837052862986,590.171630859375,703.1178588867188,590,705,0.4280773454513892,18.900266647338867,63,177.6140594482422,110.04131865501404,38.38336181640625
321.5,1.8252427806109413,531.8414916992188,707.9268188476562,532,707,0.6322894456697484,16.08589744567871,64,51.34019088745117,79.93508744239807,29.360668182373047
486.5,1.562264290412738,740.95556640625,706.8934936523438,739,706,0.6837168171249483,20.38461685180664,65,157.38013458251953,94.56016540527344,31.846158981323242
545.5,2.235294117647059,671.0,700.5,670,701,0.5954300227213584,17.0,66,0.0,107.29684329032898,38.0
843.5,2.8415907503535753,698.0745239257812,713.9497680664062,694,713,0.3743327093873592,24.64594841003418,67,156.3179168701172,168.27460765838623,70.03369903564453
608.0,1.819095611179223,623.44482421875,709.5497436523438,622,710,0.6238270934376197,20.918415069580078,68,93.01278758049011,110.66864824295044,38.05259704589844
714.5,1.9523809523809523,258.5,697.5,258,697,0.5796374475658673,21.0,69,0.0,124.45943665504456,41.0
191.0,2.7217393785390853,697.5972290039062,689.5767822265625,697,689,0.2851704986851204,13.436742782592773,70,173.2901611328125,91.7422354221344,36.571311950683594
1297.0,1.425,815.5,700.0,811,696,0.4242609593124425,40.0,71,0.0,196.00104427337646,57.0
295.0,2.7151639838428636,583.14208984375,689.9910278320312,584,690,0.35346593517471375,15.067183494567871,72,8.880659103393555,102.40995073318481,40.909873962402344
616.0,1.9570043769833116,963.95654296875,698.998046875,964,698,0.5827817999199649,19.807392120361328,73,110.92450141906738,115.25036191940308,38.763153076171875
592.0,2.084291317502403,549.94482421875,691.1524658203125,549,691,0.7162382483449324,18.9224853515625,74,46.46879959106445,101.9147469997406,39.439971923828125
613.5,1.3516949556762983,769.2445068359375,695.1658935546875,773,694,0.3680734197754811,31.190635681152344,75,97.59464359283447,144.7254762649536,42.16022491455078
1114.5,1.1607547577570816,453.4039306640625,697.7951049804688,452,696,0.2725187776880228,37.49165725708008,76,154.88516235351562,226.69751119613647,43.518619537353516
267.0,2.7826085492369175,694.8338012695312,678.0527954101562,694,678,0.6167086412686724,10.761418342590332,77,8.972626686096191,73.75993847846985,29.944814682006836
9.0,1.3333333333333333,547.0,671.5,547,671,0.6872354501543845,3.0,78,0.0,12.828427076339722,4.0
509.5,1.7142857142857142,350.5,686.0,349,683,0.3842199596661827,21.0,79,90.0,129.08835458755493,36.0
778.5,1.5248756698444716,505.4364929199219,691.207275390625,507,689,0.415671285197104,29.880428314208984,80,138.01278686523438,153.4119634628296,45.56393814086914
1082.5,1.9375,325.0,696.0,323,695,0.2105202461546483,32.0,81,90.0,254.19789505004883,62.0
171.0,3.1052631756161833,628.1000366210938,670.7000732421875,628,670,0.5624978456849725,8.497057914733887,82,153.43495178222656,61.80769610404968,26.385601043701172
429.5,2.5808824461464823,488.50006103515625,675.0000610351562,488,675,0.6006870148017128,14.068964958190918,83,136.39717864990234,94.7899718284607,36.31034469604492
788.0,1.8548057996478973,1322.952392578125,668.48388671875,1323,668,0.6077891097250298,22.023452758789062,84,172.23483276367188,127.64140725135803,40.84922790527344
146.5,1.0972222711115773,775.0000610351562,663.0,775,663,0.6980982770816275,13.546380996704102,85,131.18592834472656,51.35295760631561,14.863390922546387
8.0,1.0,610.5,656.5,610,656,0.8573716100878628,3.0,86,90.0,10.828427076339722,3.0
30.5,2.6000003411969272,619.6000366210938,650.2000732421875,619,650,0.49239884548761276,4.472135543823242,87,153.43495178222656,27.899494767189026,11.627553939819336
660.0,2.1650486240479894,438.913818359375,662.5345458984375,439,662,0.6537125893562109,19.126619338989258,88,158.19859313964844,112.63762259483337,41.41006088256836
609.5,1.3127034936771238,592.537841796875,668.1321411132812,591,668,0.3533975886385565,29.818479537963867,89,119.05460548400879,147.217689037323,39.142822265625
527.0,2.266666638246644,346.9999694824219,655.4999389648438,346,655,0.5496806530252755,17.896759033203125,90,12.52880859375,109.76275873184204,40.56598663330078
725.0,1.8340612440942299,838.2942504882812,661.1764526367188,839,659,0.6967399143939899,22.21626091003418,91,129.09385681152344,114.35063743591309,40.7459831237793
874.5,2.0021675841606306,792.818603515625,648.8916625976562,794,649,0.31705251225867553,30.62726593017578,92,24.86369514465332,186.17408990859985,61.320919036865234
1796.0,1.5134328677434847,545.1792602539062,654.1226196289062,542,652,0.20510466307045178,46.01578903198242,93,15.945394515991211,331.7189874649048,69.64180755615234
316.5,1.105263157894737,811.5,631.5,810,632,0.7696394996158992,19.0,94,0.0,71.88662838935852,21.0
423.5,1.7331377473429286,689.9396362304688,629.5350341796875,687,631,0.4611051235177952,21.27099609375,95,176.42366790771484,107.43150639533997,36.86556625366211
466.0,1.3295775258717848,434.6017150878906,634.2706909179688,434,633,0.7459206193893737,20.846317291259766,96,93.36646056175232,88.60364413261414,27.716794967651367
924.5,2.370731621370265,489.4018859863281,649.4974365234375,490,645,0.30471906757995065,29.661767959594727,97,126.50143814086914,195.2578821182251,70.3200912475586
54.0,2.0,435.0,615.0,435,615,0.6920454597496885,6.0,98,0.0,31.313708186149597,12.0
493.0,1.7894736842105263,406.0,621.5,406,620,0.6511738344366526,19.0,99,0.0,97.53936433792114,34.0
3445.0,1.0298164393838123,730.6321411132812,665.5377807617188,730,655,0.22366253408496317,84.69613647460938,100,60.945396423339844,439.9495973587036,87.22147369384766
3497.0,1.6553361848327972,382.1115417480469,686.4376831054688,380,686,0.12056498296457305,84.25914001464844,101,108.29277610778809,603.7291612625122,139.47720336914062
29.5,1.6,671.0,607.5,671,607,0.6307714576951765,5.0,102,0.0,24.242640614509583,8.0
756.0,1.6666667763777727,343.6622009277344,624.4729614257812,343,623,0.7180493325147096,23.180255889892578,103,80.53767395019531,115.02405881881714,38.63376235961914
80.5,2.378378313074088,378.076904296875,608.8845825195312,378,609,0.2832403885396614,10.26195240020752,104,33.690067291259766,59.76202178001404,24.40680503845215
1443.5,1.0563380268803422,465.06207275390625,623.05517578125,467,621,0.7458357019661478,41.69263458251953,105,176.633544921875,155.95228481292725,44.0415153503418
918.5,1.655814075293364,565.94287109375,617.770751953125,566,621,0.37201810437332083,33.06605529785156,106,178.53119659423828,176.14181804656982,54.75123977661133
197.5,1.1790634449170232,536.5552368164062,607.1798095703125,536,608,0.4228980049659597,19.320539474487305,107,154.79888153076172,76.60738956928253,22.780141830444336
733.5,1.8730883394382527,830.1665649414062,619.8211669921875,830,619,0.6800841232989229,21.503387451171875,108,62.59242630004883,116.41894865036011,40.27774429321289
446.5,2.7279998331844686,509.1461486816406,608.8692626953125,509,608,0.5291188544400972,15.504340171813965,109,29.744882583618164,102.976717710495,42.29583740234375
860.0,1.7699677879014328,262.6297302246094,613.421630859375,262,613,0.8106871693973128,23.012222290039062,110,72.89727020263672,115.45892453193665,40.730892181396484
1494.0,3.5966886520010366,657.35888671875,637.3441162109375,658,633,0.24286609477836618,26.62265968322754,111,80.86982727050781,278.0332818031311,95.75341796875
54.0,2.0,585.1470336914062,594.9116821289062,585,594,0.4873789884784487,7.202939987182617,112,149.03623962402344,37.3137081861496,14.405879974365234
2210.0,2.5212620289018473,621.9718627929688,639.384765625,623,637,0.13978487983666377,47.209999084472656,113,76.26373291015625,445.72908115386963,119.02877807617188
488.0,1.7174960649443833,551.496337890625,597.36083984375,552,596,0.5740013353809017,20.309219360351562,114,19.025604248046875,103.36140203475952,34.881004333496094
209.0,1.4843204706442952,514.9807739257812,593.0962524414062,517,591,0.5792907662608879,15.610742568969727,115,157.61986541748047,67.33328020572662,23.171344757080078
257.0,2.2500003100730965,622.7066650390625,592.5010986328125,622,592,0.6112108920172251,12.302574157714844,116,54.78240966796875,72.69021463394165,27.680795669555664
1722.0,1.1842848089209141,707.9528198242188,596.0848388671875,703,600,0.20028525784117535,58.93394088745117,117,150.01836013793945,328.6979637145996,69.79457092285156
421.0,1.3241106907707805,316.1058044433594,587.0839233398438,319,585,0.7026397848958765,21.615249633789062,118,19.983104705810547,86.77200078964233,28.620983123779297
1970.5,2.510373237072677,305.1975402832031,619.8218994140625,303,620,0.33654478401506976,37.63787841796875,119,88.21009063720703,271.2512321472168,94.48512268066406
1379.5,1.8229223430454837,771.4144287109375,599.4425659179688,774,595,0.3659792944832218,37.752689361572266,120,28.1416015625,217.63940334320068,68.82022094726562
622.0,1.662371082405444,360.10919189453125,583.5717163085938,359,583,0.5003766512851737,22.66720199584961,121,96.70983695983887,124.98319029808044,37.68130111694336
757.0,1.8458737677561161,718.552001953125,573.3675537109375,717,571,0.3336323337132529,25.441308975219727,122,8.880659103393555,168.85689735412598,46.96144485473633
309.0,2.674556005785156,673.5853271484375,569.4912719726562,674,569,0.5422444998405933,12.961709022521973,123,147.52880859375,84.62264466285706,34.66681671142578
691.5,1.8093023885844703,232.17117309570312,573.474365234375,232,572,0.5788003173790071,21.26213264465332,124,81.46923065185547,122.52836656570435,38.469627380371094
96.0,1.0909090909090908,412.0,553.5,411,553,0.7360151878583056,11.0,125,0.0,40.485281229019165,12.0
521.0,1.9333332614027119,552.0000610351562,562.0000610351562,553,559,0.47010392449593963,21.21320343017578,126,135.0,118.01218605041504,41.01219177246094
2008.0,2.1694668932316867,608.3002319335938,565.4481811523438,612,569,0.16821146404159548,50.56517028808594,127,4.23639440536499,387.3102502822876,109.699462890625
801.5,1.7916665362388584,305.2884826660156,553.4423217773438,305,553,0.8130479124057273,23.15433120727539,128,142.12501525878906,111.30088710784912,41.484840393066406
708.5,1.8881237502189963,795.4364624023438,557.4613037109375,796,558,0.611498101365594,21.577800750732422,129,121.32869529724121,120.66388463973999,40.74155807495117
713.5,2.6038098954594537,482.9824523925781,538.4131469726562,481,541,0.38553204521666573,22.57151222229004,130,154.53665161132812,152.5006446838379,58.77192687988281
4315.5,2.918452519640776,476.5152587890625,567.077392578125,473,569,0.14104224854043235,58.87492370605469,131,168.88695526123047,620.0773687362671,171.82366943359375
580.5,2.00394460940461,604.0416259765625,542.7725830078125,603,541,0.6433219462195872,19.203994750976562,132,65.37643432617188,106.48583984375,38.483741760253906
1731.5,2.4372093846498544,710.4188842773438,540.4864501953125,708,540,0.3631043394582086,35.34577941894531,133,9.462322235107422,244.79382610321045,86.14506530761719
887.0,1.7718630933470838,264.0192565917969,539.9038696289062,264,540,0.8150414282215761,23.06662368774414,134,74.74488067626953,116.9437186717987,40.87089920043945
484.5,2.2730374145944716,577.8516235351562,535.4583740234375,577,535,0.6353992005803674,15.96072769165039,135,60.64224624633789,97.88778257369995,36.27933120727539
73.0,2.849999845441112,523.25,523.25,523,523,0.45118662549855537,6.324554920196533,136,161.56504821777344,45.090832471847534,18.024980545043945
10.0,1.3333333333333333,648.5,513.0,648,512,0.7635949446159828,3.0,137,90.0,12.828427076339722,4.0
639.0,1.877358463270036,362.1683349609375,528.6832275390625,362,529,0.5518439628117965,21.09478759765625,138,84.2894058227539,120.62774610519409,39.60247802734375
631.5,1.718446567498261,455.26202392578125,525.8551635742188,456,524,0.2550819346425822,24.1934757232666,139,139.76364517211914,176.38098287582397,41.5751953125
246.5,2.190909169962471,636.1917724609375,515.8218994140625,635,515,0.7166331046293631,11.515326499938965,140,47.121097564697266,65.74533772468567,25.229034423828125
8.0,1.0,642.5,505.5,642,505,0.8573716100878628,3.0,141,90.0,10.828427076339722,3.0
619.0,1.9324504426093516,717.9468383789062,512.5449829101562,719,513,0.6059053123195597,21.02908706665039,142,12.87500286102295,113.30468726158142,40.63766860961914
583.5,1.8492753028417568,662.007568359375,522.1264038085938,661,522,0.6123547529981573,21.19318199157715,143,100.61965465545654,109.42682933807373,39.1920280456543
579.5,2.1564886615472916,340.74365234375,521.5888671875,339,520,0.5250808711829725,18.66672706604004,144,94.08561658859253,117.76562833786011,40.25458526611328
1673.0,2.1066665201382193,407.255859375,533.5264282226562,405,529,0.17912102703971725,40.265663146972656,145,122.47119140625,342.59389305114746,84.82632446289062
620.5,1.9516132117573624,317.77435302734375,513.0304565429688,317,512,0.5272464462069599,20.540264129638672,146,96.34019184112549,121.60991764068604,40.08665084838867
326.0,2.3024910480813223,569.2620849609375,503.644775390625,573,501,0.43493034075112413,16.50088882446289,147,130.23635482788086,97.05186367034912,37.99314880371094
868.0,1.2859040701051245,507.3438415527344,505.01275634765625,510,506,0.4460638388784932,33.33181381225586,148,167.19573211669922,156.37462663650513,42.861515045166016
593.0,1.824427546389784,596.2317504882812,503.08538818359375,596,503,0.6498513134501874,20.458763122558594,149,128.65980529785156,107.08417081832886,37.325531005859375
1913.5,1.9339206817232837,776.7413940429688,527.3965454101562,778,524,0.19063875937317512,42.15283966064453,150,111.80140686035156,355.1514267921448,81.52024841308594
662.0,2.1577287034428654,680.7046508789062,494.15478515625,680,493,0.6632801956882752,18.910634994506836,151,72.6459732055664,111.99159026145935,40.804019927978516
612.5,1.900793447948289,701.1824340820312,479.25177001953125,701,477,0.5875783454546752,21.529813766479492,152,70.01689147949219,114.45244836807251,40.923728942871094
1278.0,2.7727271889653338,624.0692749023438,500.4461669921875,625,497,0.26844992123944994,30.01640510559082,153,97.12501668930054,244.59001207351685,83.22730255126953
1131.5,2.301204684839977,553.9118041992188,490.14703369140625,553,486,0.4326229340487561,27.00783920288086,154,102.52880859375,181.29149985313416,62.15056610107422
710.0,1.8636363636363635,728.0,473.5,727,472,0.5679692368601673,22.0,155,90.0,125.33480787277222,41.0
797.5,1.9353509345395639,453.3937072753906,448.64349365234375,454,449,0.764386983895132,21.636520385742188,156,36.52885055541992,114.50214862823486,41.87425994873047
1671.0,2.8182658962521314,373.2795715332031,445.0507507324219,373,444,0.4625867693470519,28.082521438598633,157,143.42697143554688,213.05736589431763,79.14401245117188
816.5,1.735955178852861,435.12017822265625,421.69525146484375,434,420,0.7329469689960053,23.322336196899414,158,148.39249420166016,118.31689119338989,40.48653030395508
628.5,2.0461998322339907,403.42803955078125,398.98944091796875,403,398,0.5056093154810531,19.525293350219727,159,8.365885734558105,124.98273944854736,39.95265197753906
869.0,1.7245817000072052,473.885986328125,380.1407165527344,473,379,0.7976497918789601,23.37436866760254,160,133.7811279296875,117.00615072250366,40.31100845336914
899.0,1.8623854720390551,250.00242614746094,228.4219512939453,250,228,0.8005967323555097,22.83867073059082,161,65.224853515625,118.78944993019104,42.53440856933594
902.5,1.6922026484506,344.51190185546875,207.98863220214844,344,207,0.7745789196073334,24.03512954711914,162,136.33222579956055,121.00287818908691,40.67230987548828
