area,aspect_ratio,center_x,center_y,centroid_x,centroid_y,circularity,height,object_id,orientation_angle,perimeter,width
1660880.0,1.5355769230769232,799.5,521.0,799,521,0.7503568793404289,1040.0,1,0.0,5274.0,1597.0
48622.0,1.030321803513248,721.3349609375,694.2418823242188,715,698,0.09137121529084824,283.2470703125,2,70.2711181640625,2585.929263472557,291.83563232421875
124904.5,1.1098598814870961,560.7589111328125,698.2838134765625,492,666,0.08861684946577028,478.4789733886719,3,174.16521453857422,4208.58227455616,531.0446166992188
1034.5,1.169230816434145,374.4615173339844,772.6922607421875,373,774,0.5668487545788873,36.055511474609375,4,146.3099365234375,151.43859827518463,42.1572151184082
